,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
753,60,0,80.0,10240,0,0,0,0,0,0,9,0,0,0,0,8,5,2005,2005,0,0,0,0,0,178.0,0,0,0,0,0,2,2,0,0,0,1030,1030,0,1,0,0,1038,1060,0,2098,0,0,2,1,3,1,2,8,0,1,2,0,2005.0,0,3,878,0,0,0,192,52,0,0,0,0,0,0,0,0,3,2006,0,0,275500
754,20,0,61.0,7930,0,0,0,0,0,0,11,0,0,0,1,6,8,1969,2005,0,0,8,5,1,0.0,1,0,1,1,0,0,0,439,5,472,115,1026,0,1,0,0,1026,0,0,1026,1,0,1,0,3,1,0,5,0,0,0,1,1969.0,0,2,440,0,0,0,171,48,0,0,0,0,0,0,0,0,7,2009,0,0,156000
755,160,3,34.0,3230,0,2,0,0,0,0,5,0,0,3,0,6,5,1999,1999,0,0,1,1,0,894.0,1,0,0,0,0,0,0,381,0,0,348,729,0,1,0,0,742,729,0,1471,0,0,2,1,3,1,1,6,0,0,0,1,1999.0,1,2,440,0,0,0,0,24,0,0,0,0,0,0,0,0,3,2009,0,0,172500
756,60,0,68.0,10769,0,0,1,0,0,0,0,0,0,0,0,8,5,2007,2007,0,0,0,0,1,0.0,0,0,0,0,0,3,0,20,0,0,846,866,0,0,0,0,866,902,0,1768,0,0,2,1,3,1,0,7,0,0,0,0,2007.0,0,2,578,0,0,0,144,105,0,0,0,0,0,0,0,0,4,2009,0,0,212000
758,160,3,24.0,2280,0,2,0,0,0,0,5,0,0,4,0,7,5,1999,1999,0,0,1,1,0,360.0,1,0,0,0,0,0,1,549,0,0,195,744,0,1,0,0,757,744,0,1501,0,0,2,1,3,1,1,6,0,0,0,1,1999.0,1,2,440,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,179400
759,60,0,65.0,12257,0,0,1,0,0,0,3,0,0,0,0,8,5,1995,1995,0,0,0,0,0,513.0,0,0,0,0,0,3,5,56,6,64,1198,1318,0,0,0,0,1328,1203,0,2531,0,0,2,1,4,1,0,9,0,1,1,0,1995.0,0,3,752,0,0,0,222,98,0,0,0,0,0,0,0,0,11,2007,0,0,290000
760,20,0,70.0,9100,0,0,0,0,0,0,11,0,0,0,1,6,6,1959,1959,1,0,2,4,1,0.0,1,0,1,1,0,0,3,612,0,0,252,864,0,0,0,0,864,0,0,864,0,0,1,0,2,1,1,5,0,0,0,1,2008.0,1,1,300,3,4,0,0,0,0,0,0,0,0,0,1,450,10,2009,0,0,127500
761,30,1,60.0,6911,0,0,0,0,1,0,7,1,0,0,1,5,5,1924,1950,0,0,2,4,1,0.0,1,0,0,1,0,2,5,405,0,0,740,1145,0,2,0,0,1301,0,0,1301,0,0,1,0,2,1,3,5,1,0,0,1,1965.0,1,2,440,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2009,0,0,100000
762,60,3,72.0,8640,0,0,0,0,0,0,5,0,0,0,0,7,5,2009,2009,0,0,0,0,1,0.0,1,0,0,0,0,2,0,24,0,0,732,756,0,0,0,0,764,783,0,1547,0,0,2,1,3,1,0,7,0,0,0,0,2009.0,1,2,614,0,0,0,169,45,0,0,0,0,0,0,0,0,6,2010,6,0,215200
763,60,0,82.0,9430,0,0,0,0,0,0,3,0,0,0,0,8,5,1999,1999,0,0,0,0,0,673.0,0,0,0,0,0,2,0,1163,0,0,89,1252,0,0,0,0,1268,1097,0,2365,1,0,2,1,3,1,0,8,0,1,2,0,1999.0,0,3,856,0,0,0,0,128,0,0,180,0,0,0,0,0,7,2009,0,0,337000
764,120,0,30.0,9549,0,0,1,0,3,0,1,0,0,3,1,8,5,1995,1996,1,0,3,7,1,0.0,0,2,0,0,1,3,5,437,4,1057,0,1494,0,0,0,0,1494,0,0,1494,1,0,1,1,2,1,2,6,0,1,2,0,1995.0,2,2,481,0,0,0,0,30,0,0,216,0,0,0,0,0,4,2006,0,0,270000
765,20,0,75.0,14587,0,0,1,0,0,0,5,0,0,0,1,9,5,2008,2008,0,0,0,0,2,284.0,0,0,0,0,0,0,2,0,0,0,1498,1498,0,0,0,0,1506,0,0,1506,0,0,2,0,2,1,2,6,0,1,2,0,2008.0,2,2,592,0,0,0,0,174,0,0,0,0,0,0,0,0,8,2008,1,2,264132
766,60,0,80.0,10421,0,0,0,0,0,0,19,0,0,0,0,7,5,1988,1988,0,0,4,3,0,42.0,1,0,1,0,0,0,0,394,0,0,586,980,0,2,0,0,980,734,0,1714,0,0,2,1,3,1,1,7,0,1,1,0,1988.0,1,2,496,0,0,0,228,66,156,0,0,0,0,1,1,500,3,2010,0,0,196500
767,50,0,75.0,12508,0,0,1,0,0,0,4,0,0,0,2,6,7,1940,1985,0,0,0,0,1,0.0,1,0,1,0,0,2,1,660,0,0,323,983,0,0,0,0,983,767,0,1750,1,0,2,0,4,1,1,7,4,0,0,0,1989.0,1,1,423,0,0,0,245,0,156,0,0,0,0,0,1,1300,7,2008,0,0,160000
768,20,0,70.0,9100,0,0,0,0,0,0,0,0,0,0,1,7,5,2004,2005,1,0,0,0,1,0.0,0,0,0,0,0,0,0,24,0,0,1836,1860,0,0,0,0,1836,0,0,1836,0,0,2,0,3,1,0,8,0,1,2,0,2004.0,2,2,484,0,0,0,120,33,0,0,0,0,0,0,0,0,10,2006,0,0,216837
769,60,0,47.0,53504,0,0,2,3,3,1,15,0,0,0,0,8,5,2003,2003,1,0,6,2,0,603.0,2,0,0,0,0,1,1,1416,0,0,234,1650,0,0,0,0,1690,1589,0,3279,1,0,3,1,4,1,2,12,4,1,2,2,2003.0,2,3,841,0,0,0,503,36,0,0,210,0,0,0,0,0,6,2010,0,0,538000
771,20,0,67.0,8877,0,0,0,0,0,0,18,0,0,0,1,4,5,1951,1951,0,0,2,4,1,0.0,1,0,1,4,3,0,5,836,0,0,0,836,0,2,0,1,1220,0,0,1220,0,0,1,0,2,1,1,6,0,0,0,1,1951.0,1,2,396,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2006,2,0,102000
772,80,0,94.0,7819,0,0,0,0,0,0,18,0,0,0,4,6,5,1976,1976,0,0,8,5,1,0.0,1,0,1,1,0,3,1,422,3,127,480,1029,0,2,0,0,1117,0,0,1117,1,0,1,0,3,1,1,6,0,1,1,1,1976.0,1,2,672,0,0,0,144,0,0,0,0,0,0,1,0,0,3,2010,0,1,107000
773,20,0,70.0,10150,0,0,0,0,0,0,11,1,0,0,1,5,5,1958,1958,0,0,2,4,1,1.0,1,0,1,1,0,0,3,456,0,0,456,912,0,0,0,2,912,0,0,912,0,0,1,0,2,1,1,5,0,0,0,0,1958.0,0,1,275,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,2,0,114500
774,20,0,110.0,14226,0,0,0,0,2,0,9,0,0,0,1,8,5,2006,2006,1,0,0,0,0,375.0,0,0,0,0,0,3,2,0,0,0,1935,1935,0,1,0,0,1973,0,0,1973,0,0,2,0,3,1,0,9,0,1,2,0,2006.0,2,3,895,0,0,0,315,45,0,0,0,0,0,0,0,0,7,2007,1,2,395000
775,120,1,32.0,4500,0,0,0,0,1,0,4,0,0,3,1,6,5,1998,1998,1,0,0,0,0,320.0,1,0,0,2,0,0,0,866,0,0,338,1204,0,0,0,0,1204,0,0,1204,1,0,2,0,2,1,1,5,0,0,0,0,1998.0,2,2,412,0,0,0,0,247,0,0,0,0,0,0,0,0,6,2009,0,0,162000
776,20,0,86.0,11210,0,0,1,0,0,0,0,0,0,0,1,7,5,2005,2006,0,0,0,0,0,240.0,0,0,0,0,0,3,0,20,0,0,1594,1614,0,0,0,0,1614,0,0,1614,0,0,2,0,3,1,0,7,0,0,0,0,2005.0,0,3,865,0,0,0,144,59,0,0,0,0,0,0,0,0,7,2006,1,2,221500
777,20,0,100.0,13350,0,0,1,0,0,0,8,0,0,0,1,5,5,1974,1974,1,0,4,5,1,0.0,1,0,1,1,0,0,1,762,0,0,102,864,0,2,0,0,894,0,0,894,1,0,1,0,3,1,1,5,0,1,4,0,1974.0,1,2,440,0,0,0,241,0,0,0,0,0,0,1,0,0,6,2006,0,0,142500
778,90,4,60.0,8400,0,0,0,0,0,0,10,1,0,2,1,5,5,1977,1977,0,0,8,5,0,320.0,1,0,4,3,2,4,4,0,1,0,0,0,0,2,0,0,2020,0,0,2020,0,0,2,0,4,2,1,10,0,2,1,1,1977.0,1,2,630,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2007,0,0,144000
779,90,0,78.0,10530,0,0,0,0,0,0,4,0,0,2,7,6,5,1977,1977,0,0,8,11,0,90.0,1,0,1,0,0,1,0,975,0,0,0,975,0,2,0,0,1004,0,0,1004,1,0,1,0,2,1,1,4,0,0,0,0,1977.0,1,2,504,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2006,0,0,135000
780,20,0,63.0,7875,0,0,0,0,0,0,17,0,0,0,1,7,5,1995,1996,0,0,4,3,0,38.0,1,0,0,0,1,0,2,0,0,0,1237,1237,0,1,0,0,1253,0,0,1253,0,0,2,0,3,1,1,6,0,1,1,0,1995.0,2,2,402,0,0,0,220,21,0,0,0,0,0,0,0,0,6,2007,0,0,176000
781,60,0,65.0,7153,0,0,0,0,0,0,10,0,0,0,0,6,5,1992,1992,0,0,0,0,1,0.0,0,2,0,0,0,0,1,387,0,0,374,761,0,0,0,0,810,793,0,1603,0,0,2,1,3,1,0,7,0,0,0,0,1992.0,0,2,484,0,0,0,0,124,0,0,0,0,0,0,0,0,7,2006,0,0,175900
782,20,0,67.0,16285,0,0,2,0,0,0,0,0,0,0,1,7,5,2001,2002,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1413,1413,0,0,0,0,1430,0,0,1430,0,0,2,0,3,1,0,6,0,0,0,0,2001.0,0,2,605,0,0,0,0,33,0,0,0,0,0,0,0,0,6,2009,0,0,187100
786,50,1,60.0,10800,0,0,0,0,0,0,6,2,0,0,2,5,6,1915,1950,0,0,1,1,1,0.0,1,2,0,4,0,0,5,686,0,0,0,686,0,2,0,0,966,686,0,1652,1,0,2,0,4,1,1,7,0,0,0,1,1961.0,1,1,416,0,0,0,0,0,196,0,0,0,0,0,1,1200,6,2010,0,0,139000
787,60,0,76.0,10142,0,0,1,0,0,0,10,0,0,0,0,7,5,2004,2004,0,0,0,0,1,0.0,0,0,0,0,0,0,0,656,0,0,300,956,0,0,0,0,956,1128,0,2084,1,0,2,1,4,1,0,8,0,0,0,2,2004.0,0,2,618,0,0,0,0,45,0,0,0,0,0,0,0,0,1,2010,0,0,233000
788,20,1,50.0,6000,0,0,0,0,2,0,6,0,0,0,1,4,7,1954,2000,0,0,1,1,1,0.0,1,0,1,1,0,0,2,0,0,0,901,901,0,0,0,0,901,0,0,901,0,0,1,0,2,1,1,4,0,0,0,1,1954.0,1,1,281,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,107900
790,120,0,43.0,3182,0,0,0,0,0,0,21,0,0,3,1,7,5,2005,2006,0,0,0,0,0,11.0,0,0,0,0,0,0,0,16,0,0,1129,1145,0,0,0,0,1145,0,0,1145,0,0,2,0,2,1,0,5,0,1,2,0,2005.0,2,2,397,0,0,0,100,16,0,0,0,0,0,0,0,0,9,2009,0,0,160200
792,60,0,92.0,9920,0,0,1,0,3,0,3,0,0,0,0,7,5,1996,1997,0,0,1,1,1,0.0,0,0,0,0,0,3,0,862,0,0,255,1117,0,0,0,0,1127,886,0,2013,1,0,2,1,3,1,1,8,0,1,1,0,1997.0,1,2,455,0,0,0,180,130,0,0,0,0,0,0,0,0,6,2007,0,0,269790
793,20,0,76.0,9158,0,0,0,0,0,0,5,0,0,0,1,8,5,2007,2007,0,0,6,6,2,140.0,0,0,0,0,0,3,2,0,0,0,1496,1496,0,0,0,0,1496,0,0,1496,0,0,2,0,3,1,0,7,0,0,0,0,2007.0,2,2,474,0,0,0,168,130,0,0,0,0,0,0,0,0,6,2007,1,2,225000
795,60,0,70.0,8400,0,0,0,0,0,0,10,0,0,0,0,6,6,1980,1981,0,0,4,3,0,130.0,1,0,1,0,0,0,2,0,0,0,650,650,0,2,0,0,888,676,0,1564,0,0,2,1,3,1,1,7,0,1,1,0,1980.0,1,2,476,0,0,0,0,50,0,0,204,0,0,1,0,0,4,2010,0,0,171000
796,20,0,71.0,8197,0,0,0,0,0,0,8,0,0,0,1,6,5,1977,1977,0,0,8,5,0,148.0,1,0,1,1,0,0,2,0,0,0,660,660,0,0,0,0,1285,0,0,1285,0,0,1,1,3,1,1,7,0,1,1,0,1977.0,0,2,528,0,0,0,138,0,0,0,0,0,0,1,0,0,4,2007,0,0,143500
797,20,0,57.0,7677,0,0,0,0,0,0,11,0,0,0,1,5,5,1953,1953,0,0,0,0,1,0.0,1,0,1,1,0,0,6,570,0,0,203,773,0,1,0,0,773,0,0,773,0,0,1,0,2,1,1,4,0,0,0,0,1953.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2008,0,1,110000
798,60,0,104.0,13518,0,0,0,0,0,0,9,0,0,0,0,9,5,2008,2009,1,0,0,0,2,860.0,2,0,0,2,0,0,2,0,0,0,1926,1926,0,0,0,0,1966,1174,0,3140,0,0,3,1,4,1,2,11,0,2,2,2,2009.0,2,3,820,0,0,0,144,78,0,0,0,0,0,0,0,0,7,2009,1,2,485000
799,50,0,60.0,7200,0,0,0,0,2,0,23,1,0,0,2,5,7,1937,1950,0,0,2,4,0,252.0,1,0,2,0,0,0,1,569,0,0,162,731,0,0,0,0,981,787,0,1768,1,0,1,1,3,1,0,7,0,2,1,1,1939.0,1,1,240,0,0,0,0,0,264,0,0,0,0,1,0,0,6,2007,0,0,175000
800,60,0,79.0,12798,0,0,1,3,0,1,16,1,0,0,0,6,5,1997,1997,0,0,0,0,1,0.0,1,0,0,0,0,1,0,462,0,0,154,616,0,1,0,0,616,1072,0,1688,1,0,2,1,4,1,0,8,0,0,0,0,1997.0,0,2,603,0,0,0,403,114,185,0,0,0,0,0,1,400,5,2008,0,0,200000
801,30,1,40.0,4800,0,0,0,0,0,0,12,0,0,0,1,4,7,1916,1990,0,0,1,1,1,0.0,1,0,1,1,0,0,5,197,0,0,999,1196,0,0,0,2,1196,0,0,1196,1,0,1,0,2,1,1,5,0,0,0,1,1957.0,1,2,440,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2007,0,0,109900
802,60,0,63.0,8199,0,0,0,0,0,0,0,0,0,0,0,7,5,2005,2005,0,0,5,2,1,0.0,0,0,0,0,0,3,0,648,0,0,80,728,0,0,0,0,728,728,0,1456,1,0,2,1,3,1,0,7,0,1,2,0,2005.0,2,2,410,0,0,0,36,18,0,0,0,0,0,0,0,0,10,2008,0,0,189000
803,60,0,107.0,13891,0,0,0,0,0,0,9,0,0,0,0,9,5,2008,2009,1,0,0,0,2,424.0,2,0,0,2,0,1,2,0,0,0,1734,1734,0,0,0,0,1734,1088,0,2822,0,0,3,1,4,1,2,12,0,1,2,2,2009.0,0,3,1020,0,0,0,52,170,0,0,192,0,0,0,0,0,1,2009,1,2,582933
804,20,0,75.0,9000,0,0,0,0,0,0,11,0,0,0,1,5,5,1954,1954,0,0,2,4,1,0.0,1,0,1,1,0,0,5,812,0,0,124,936,0,2,0,0,1128,0,0,1128,0,0,1,0,2,1,1,5,1,0,0,0,1954.0,1,1,286,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2006,0,4,118000
805,20,0,91.0,12274,0,0,1,0,1,0,5,0,0,0,1,7,5,2008,2008,0,0,0,0,2,256.0,0,0,0,0,0,0,2,0,0,0,1417,1417,0,0,0,0,1428,0,0,1428,0,0,2,0,3,1,2,6,0,0,0,0,2008.0,0,2,554,0,0,0,0,60,0,0,0,0,0,0,0,0,7,2008,1,2,227680
806,80,0,75.0,9750,0,0,0,0,0,0,11,0,0,0,4,5,5,1967,1967,0,0,0,0,1,0.0,1,0,0,1,0,3,1,400,2,480,100,980,0,1,0,0,980,0,0,980,0,0,2,0,3,1,1,6,0,0,0,0,1967.0,2,1,384,0,0,0,68,0,0,0,0,0,0,0,0,0,10,2006,0,0,135500
807,70,0,144.0,21384,0,0,0,0,0,0,7,0,0,0,0,5,6,1923,2004,0,0,2,4,1,0.0,1,0,1,1,0,1,0,1309,0,0,15,1324,0,0,0,0,1072,504,0,1576,2,0,1,1,3,1,0,6,0,1,1,0,1923.0,0,2,528,0,0,0,0,312,0,0,0,0,0,0,0,0,5,2009,0,0,223500
808,80,0,85.0,13400,0,0,0,0,0,0,11,0,0,0,4,5,5,1966,1966,0,0,0,0,0,1047.0,1,0,1,1,0,3,1,516,3,128,380,1024,0,2,0,0,1086,0,0,1086,1,0,1,0,3,1,1,6,0,1,2,0,1966.0,0,2,484,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2006,0,0,159950
809,75,1,90.0,8100,0,0,0,0,2,0,6,0,0,0,5,5,5,1898,1965,1,0,9,9,1,0.0,1,0,0,1,0,0,2,0,0,0,849,849,0,2,1,2,1075,1063,0,2138,0,0,2,0,2,3,1,11,0,0,0,1,1910.0,1,2,360,1,3,1,40,156,0,0,0,0,0,1,0,0,11,2009,0,0,106000
810,20,0,78.0,10140,0,0,0,0,0,0,19,0,0,0,1,6,6,1974,1999,1,0,4,3,0,99.0,1,0,1,1,0,0,1,663,5,377,0,1040,0,3,0,0,1309,0,0,1309,1,0,1,1,3,1,0,5,0,1,4,0,1974.0,0,2,484,0,0,0,265,0,0,0,0,648,2,2,0,0,1,2006,0,0,181000
812,20,2,66.0,8712,1,0,0,1,0,1,12,0,0,0,1,5,5,1952,1952,1,0,2,4,1,0.0,3,0,1,1,0,3,2,0,0,0,540,540,0,2,1,2,1044,0,0,1044,0,0,1,0,2,1,3,4,0,0,0,4,1952.0,1,2,504,0,0,1,0,0,0,0,0,0,0,0,1,54,6,2010,0,3,55993
813,20,0,75.0,9750,0,0,0,0,0,0,11,0,0,0,1,6,6,1958,1958,0,0,1,1,0,243.0,1,0,1,1,0,0,3,608,0,0,834,1442,0,1,0,0,1442,0,0,1442,0,0,1,1,4,1,1,7,0,0,0,0,1958.0,0,1,301,0,0,0,0,0,275,0,0,0,0,0,1,500,4,2007,2,0,157900
814,50,0,45.0,8248,0,1,0,0,0,0,18,0,0,0,2,5,7,1918,1950,0,0,7,8,1,0.0,1,0,2,1,0,0,2,0,0,0,686,686,1,1,0,0,686,564,0,1250,0,1,1,1,3,1,3,7,0,0,0,1,1955.0,1,1,280,0,0,2,207,0,96,0,0,0,0,0,0,0,7,2006,0,0,116000
815,20,0,48.0,12137,0,0,2,0,3,0,0,0,0,0,1,7,5,1998,1998,0,0,0,0,0,442.0,1,0,0,0,0,0,2,0,0,0,1649,1649,0,0,0,0,1661,0,0,1661,0,0,2,0,3,1,0,6,0,0,0,0,1998.0,0,2,598,0,0,0,0,34,0,0,0,0,0,0,0,0,5,2010,0,0,224900
818,80,0,80.0,8816,0,0,0,0,0,0,16,0,0,0,4,6,7,1971,1971,0,0,4,3,0,80.0,1,0,1,1,0,3,0,504,0,0,506,1010,0,1,0,0,1052,0,0,1052,1,0,1,0,3,1,1,6,0,0,0,0,1971.0,1,2,440,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2010,0,0,155000
819,120,0,44.0,6371,0,0,1,0,0,0,9,0,0,3,1,7,5,2009,2010,0,0,0,0,2,128.0,0,0,0,0,0,2,0,733,0,0,625,1358,0,0,0,0,1358,0,0,1358,1,0,2,0,2,1,0,6,0,1,2,0,2010.0,0,2,484,0,0,0,192,35,0,0,0,0,0,0,0,0,6,2010,1,2,224000
820,60,0,72.0,7226,0,0,1,0,3,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,798,798,0,0,0,0,798,842,0,1640,0,0,2,1,3,1,0,6,0,0,0,0,2003.0,0,2,595,0,0,0,0,45,0,0,0,0,0,0,0,0,6,2008,0,0,183000
821,20,1,60.0,6000,0,2,0,1,0,1,6,0,0,1,1,4,4,1953,1953,0,0,1,1,1,0.0,3,0,1,4,0,0,2,0,0,0,936,936,0,2,1,0,936,0,0,936,0,0,1,0,2,1,1,4,3,0,0,1,1974.0,1,2,576,0,0,0,0,32,112,0,0,0,0,0,0,0,2,2009,0,0,93000
823,50,0,60.0,9900,0,0,0,0,0,0,23,0,0,0,2,6,7,1940,1950,0,0,0,0,1,0.0,1,0,2,1,0,0,2,0,0,0,778,778,0,2,0,0,944,545,0,1489,0,0,2,0,3,1,1,7,0,1,2,1,1940.0,1,1,240,0,0,0,335,0,0,0,0,0,0,3,0,0,7,2009,0,0,139500
824,20,3,81.0,11216,0,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,1,0,2,0,0,0,1489,1489,0,0,0,0,1489,0,0,1489,0,0,2,0,3,1,0,7,0,1,2,0,2006.0,0,2,776,0,0,0,0,140,0,0,0,0,0,0,0,0,6,2006,1,2,232600
825,20,0,114.0,14803,0,0,0,0,0,0,9,6,4,0,1,10,5,2007,2008,1,0,6,6,0,816.0,2,0,0,2,0,3,0,1636,0,0,442,2078,0,0,0,0,2084,0,0,2084,1,0,2,0,2,1,2,7,0,1,2,0,2007.0,2,3,1220,0,0,0,188,45,0,0,0,0,0,0,0,0,6,2008,1,2,385000
827,20,0,65.0,8529,0,0,1,0,0,0,10,0,0,0,1,7,5,2001,2001,0,0,0,0,1,0.0,0,0,0,0,0,0,0,20,0,0,1434,1454,0,0,0,0,1434,0,0,1434,0,0,2,0,3,1,0,6,0,1,1,0,2001.0,0,2,527,0,0,0,290,39,0,0,0,0,0,0,0,0,4,2009,0,0,189000
829,160,3,24.0,2544,0,2,0,0,0,0,5,0,0,4,0,7,5,2005,2005,0,0,1,1,1,0.0,0,0,0,0,0,0,2,0,0,0,600,600,0,0,0,0,520,623,80,1223,0,0,2,1,2,1,0,4,0,0,0,1,2005.0,0,2,480,0,0,0,0,166,0,0,0,0,0,0,0,0,7,2006,0,0,147400
830,20,0,80.0,11900,0,0,1,0,2,0,11,0,0,0,1,6,5,1957,1957,0,0,4,3,0,387.0,1,0,1,1,0,0,3,1040,0,0,352,1392,0,2,0,2,1392,0,0,1392,1,0,1,1,3,1,1,6,0,2,2,0,1957.0,0,2,458,0,0,0,0,0,0,0,192,0,0,0,0,0,6,2008,0,0,166000
831,160,3,30.0,3180,0,2,0,0,0,0,5,0,0,3,0,7,5,2005,2005,0,0,1,1,1,0.0,1,0,0,0,0,0,2,0,0,0,600,600,0,0,0,0,520,600,80,1200,0,0,2,1,2,1,0,4,0,0,0,1,2005.0,0,2,480,0,0,0,0,166,0,0,0,0,0,0,0,0,6,2006,0,0,151000
832,60,0,44.0,9548,0,0,1,0,3,0,0,0,0,0,0,7,6,2003,2003,0,0,0,0,0,223.0,0,0,0,0,0,0,0,483,0,0,458,941,0,0,0,0,941,888,0,1829,1,0,2,1,3,1,0,7,0,1,1,0,2003.0,0,2,613,0,0,0,192,39,0,0,0,0,0,0,0,0,1,2010,0,0,237000
833,20,0,100.0,10004,0,0,0,0,0,0,11,0,0,0,1,6,6,1964,1964,0,0,4,5,0,180.0,1,0,1,1,0,0,3,196,3,345,975,1516,0,2,0,0,1516,0,0,1516,0,0,1,1,3,1,1,6,0,0,0,0,1964.0,0,2,472,0,0,0,0,0,0,0,152,0,0,0,0,0,2,2009,0,0,167000
834,20,0,75.0,7875,0,0,0,0,0,0,11,0,0,0,1,5,6,1961,1961,0,0,0,0,0,136.0,1,0,1,1,0,0,3,572,0,0,572,1144,0,1,0,0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,0,0,0,1961.0,1,2,456,0,0,0,0,0,0,0,0,0,0,3,0,0,9,2008,0,0,139950
835,20,0,60.0,9600,0,0,0,0,0,0,8,0,0,0,1,4,7,1950,1995,0,0,0,3,1,0.0,1,0,1,0,0,0,6,442,0,0,625,1067,0,2,0,0,1067,0,0,1067,0,0,2,0,2,1,0,4,3,0,0,0,1996.0,1,2,436,0,0,0,290,0,0,0,0,0,0,0,0,0,2,2010,0,0,128000
836,30,1,90.0,8100,0,2,0,0,0,0,6,0,0,0,1,5,6,1948,1973,0,0,0,0,1,0.0,1,0,2,1,0,0,3,338,0,0,1221,1559,0,1,0,0,1559,0,0,1559,1,0,1,0,2,1,1,5,3,0,0,1,1948.0,1,2,812,0,0,0,0,116,230,0,0,0,0,3,0,0,6,2007,2,0,153500
837,160,1,21.0,1680,0,0,0,0,0,0,22,0,0,4,0,6,5,1973,1973,0,0,4,3,0,158.0,1,0,1,1,0,0,6,330,0,0,153,483,0,2,0,0,483,504,0,987,1,0,1,1,2,1,1,5,0,0,0,1,1973.0,1,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2008,0,0,100000
838,20,0,75.0,9525,0,0,0,0,0,0,0,0,0,0,1,5,6,1995,2006,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,1099,1099,0,0,0,0,1099,0,0,1099,0,0,1,1,3,1,0,6,0,0,0,0,1999.0,1,1,352,0,0,0,278,0,0,0,0,0,0,0,0,0,6,2008,0,0,144000
839,50,0,70.0,11767,0,0,0,0,0,0,18,0,0,0,2,5,6,1946,1995,0,0,1,1,1,0.0,1,0,1,1,0,0,6,352,0,0,416,768,0,0,0,0,768,432,0,1200,0,0,1,0,3,1,1,6,0,0,0,1,1946.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2008,0,0,130500
841,70,1,60.0,10440,0,1,0,0,0,0,6,0,0,0,0,5,8,1904,2002,0,0,1,1,1,0.0,1,0,0,1,0,0,2,0,0,0,650,650,0,1,0,0,958,581,0,1539,0,0,2,0,3,1,0,8,0,1,5,1,1983.0,1,2,686,2,0,2,70,78,68,0,0,0,0,0,0,0,6,2008,0,0,157500
842,80,0,82.0,9020,0,0,0,0,0,0,11,0,0,0,4,6,7,1966,1966,0,0,4,3,0,183.0,1,0,1,1,0,1,3,312,6,539,276,1127,0,2,0,0,1165,0,0,1165,1,0,1,1,3,1,1,6,0,0,0,0,1966.0,0,2,490,2,2,0,0,129,0,0,0,0,0,2,0,0,5,2008,0,0,174900
844,50,1,100.0,12665,0,1,1,0,0,0,6,2,0,0,2,5,8,1915,1950,0,0,2,4,1,0.0,1,0,2,1,0,2,2,0,0,0,876,876,0,1,0,0,876,540,0,1416,0,0,1,1,4,1,1,7,0,1,2,1,1949.0,1,3,720,0,0,0,418,0,194,0,0,0,0,0,0,0,6,2008,0,0,153900
846,60,0,75.0,9317,0,0,0,0,0,0,10,0,0,0,0,7,5,1993,1993,0,0,4,3,0,137.0,0,0,0,0,0,0,1,513,0,0,227,740,0,0,0,0,1006,769,0,1775,1,0,2,1,3,1,0,7,0,1,1,0,1993.0,1,2,425,0,0,0,234,72,192,0,0,0,0,0,0,0,7,2009,0,0,213000
